artiId;artiNombre;fechaIni;fuenId;fuenNombre;futiId;maximoKg;minimoKg;promedioKg
239;Queso cuajada;2020-02-22T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;11000;10400;10800
315;Corvina, filete congelado nacional;2020-02-22T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;36000;36000;36000
100;Curuba;2020-02-22T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;3200;2800;3000
128;Manzana verde importada;2020-02-22T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;6842;6842;6842
240;Queso doble crema;2020-02-22T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;13000;12000;12667
73;Remolacha bogotana;2020-02-22T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;1760;1600;1627
337;Sardinas en lata;2020-03-07T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;6873;6691;6782
329;Sierra entera congelada;2020-03-07T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;13000;12000;12333
46;Tomate chonto regional;2020-03-07T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;3000;2400;2750
148;Tomate de árbol;2020-03-07T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;2400;2200;2283
315;Corvina, filete congelado nacional;2020-03-07T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;36000;36000;36000
100;Curuba;2020-03-07T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;3000;2800;2933
341;Manteca;2020-03-07T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;5050;4850;4977
126;Manzana roja importada;2020-03-07T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;6579;6316;6404
200;Ulluco;2020-03-07T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;2700;2400;2550
213;Fríjol calima;2020-03-07T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;4656;4348;4535
128;Manzana verde importada;2020-03-07T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;6842;6579;6798
133;Maracuyá;2020-03-07T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;4300;4200;4233
191;Yuca chirosa;2020-03-07T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;1360;1120;1273
54;Zanahoria;2020-03-07T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;1100;1000;1017
352;Café instantáneo;2020-03-14T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;90588;87288;89096
342;Margarina;2020-03-07T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;17780;17560;17670
366;Mayonesa doy pack;2020-03-07T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;17132;16338;16839
55;Zanahoria bogotana;2020-03-07T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;1367;1300;1325
340;Aceite vegetal mezcla;2020-03-14T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;5792;5204;5544
274;Carne de cerdo, costilla;2020-03-14T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;14000;14000;14000
275;Carne de cerdo, espinazo;2020-03-14T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;10000;10000;10000
41;Fríjol verde en vaina;2020-03-07T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;3040;2800;2900
360;Galletas saladas;2020-03-07T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;10444;10000;10250
135;Mora de Castilla;2020-03-07T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;3600;3300;3500
88;Aguacate común;2020-03-14T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;3500;3000;3233
90;Aguacate papelillo;2020-03-14T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;5800;5500;5725
57;Ahuyama;2020-03-14T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;1000;1000;1000
249;Carne de res, cadera;2020-03-14T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;18000;17000;17667
361;Gelatina;2020-03-07T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;22656;22188;22448
86;Naranja Valencia;2020-03-07T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;1280;1280;1280
61;Ajo importado;2020-03-14T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;12000;11500;11683
283;Alas de pollo con costillar;2020-03-14T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;5600;5600;5600
260;Carne de res, lomo fino;2020-03-14T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;22000;22000;22000
262;Carne de res, morrillo;2020-03-14T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;13000;13000;13000
112;Guayaba pera;2020-03-07T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;2000;1800;1900
195;Arracacha amarilla;2020-03-14T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;3360;2400;2853
277;Carne de cerdo, lomo sin hueso;2020-03-14T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;16000;16000;16000
279;Carne de cerdo, pernil sin hueso;2020-03-14T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;15000;14000;14333
43;Habichuela;2020-03-07T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;4640;4000;4347
362;Harina de trigo;2020-03-07T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;2072;1888;1960
5200;Papa Betina;2020-03-07T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;800;740;763
157;Papa capira;2020-03-07T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;880;800;850
201;Arroz de primera;2020-03-14T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;3640;3600;3613
251;Carne de res, costilla;2020-03-14T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;11000;10600;10867
258;Carne de res, falda;2020-03-14T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;14000;14000;14000
363;Harina precocida de maíz;2020-03-07T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;3352;3216;3269
242;Huevo blanco A;2020-03-07T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;350;343;346
38;Arveja verde en vaina pastusa;2020-03-14T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;5760;5760;5760
207;Arveja verde seca importada;2020-03-14T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;1944;1840;1891
271;Carne de cerdo, brazo sin hueso;2020-03-14T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;15000;13000;14333
175;Papa suprema;2020-03-07T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;840;800;823
179;Papa única;2020-03-07T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;840;720;780
137;Papaya Maradol;2020-03-07T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;3000;2600;2733
348;Azúcar sulfitada;2020-03-14T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;2400;2300;2350
282;Carne de cerdo, tocino papada;2020-03-14T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;8000;8000;8000
252;Carne de res, bola de brazo;2020-03-14T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;18000;16600;17533
253;Carne de res, bola de pierna;2020-03-14T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;17000;17000;17000
365;Jugo instantáneo (sobre);2020-03-07T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;26389;25000;25926
236;Leche en polvo;2020-03-07T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;27778;20895;24446
325;Pargo rojo platero;2020-03-07T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;23000;22000;22333
369;Pastas alimenticias;2020-03-07T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;5521;5125;5340
93;Banano criollo;2020-03-14T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;1444;1278;1343
262;Carne de res, morrillo;2020-03-07T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;13000;12000;12333
263;Carne de res, muchacho;2020-03-07T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;17000;17000;17000
8;Lechuga Batavia;2020-03-07T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;2500;2300;2400
224;Lenteja importada;2020-03-07T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;2224;2188;2207
288;Pechuga de pollo;2020-03-07T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;8400;7500;8100
67;Pepino cohombro;2020-03-07T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;2000;1500;1767
266;Carne de res, pecho;2020-03-07T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;14000;14000;14000
267;Carne de res, punta de anca;2020-03-07T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;19000;18000;18333
268;Carne de res, sobrebarriga;2020-03-07T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;14000;14000;14000
79;Limón común valluno;2020-03-07T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;3000;2700;2783
141;Pera importada;2020-03-07T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;6842;6579;6667
238;Queso costeño;2020-03-07T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;18000;16600;17200
239;Queso cuajada;2020-03-07T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;11000;10400;10800
240;Queso doble crema;2020-03-07T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;13000;12000;12333
19;Cebolla cabezona blanca bogotana;2020-03-07T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;1042;792;920
336;Lomitos de atún en lata;2020-03-07T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;30143;30000;30048
116;Lulo;2020-03-07T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;3200;3000;3033
289;Pierna pernil con rabadilla;2020-03-07T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;5000;4500;4833
73;Remolacha bogotana;2020-03-07T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;1600;1360;1480
12;Repollo blanco;2020-03-07T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;1067;1000;1028
15;Repollo morado;2020-03-07T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;900;667;772
30;Cebolla junca Aquitania;2020-03-07T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;2500;2500;2500
354;Chocolate amargo;2020-03-07T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;22632;22500;22566
82;Mandarina Arrayana;2020-03-07T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;3000;2800;2917
69;Pimentón;2020-03-07T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;1857;1714;1786
144;Piña gold;2020-03-07T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;2300;2200;2233
370;Sal yodada;2020-03-07T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;816;800;811
371;Salsa de tomate doy pack;2020-03-07T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;13646;13250;13424
65;Chócolo mazorca;2020-03-07T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;1357;1214;1298
4;Cilantro;2020-03-07T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;3000;2500;2667
200;Ulluco;2020-02-29T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;2700;2500;2550
38;Arveja verde en vaina pastusa;2020-03-07T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;5760;5440;5640
207;Arveja verde seca importada;2020-03-07T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;1960;1840;1893
112;Guayaba pera;2020-02-29T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;2000;1800;1933
5200;Papa Betina;2020-02-29T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;800;680;737
157;Papa capira;2020-02-29T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;880;800;850
348;Azúcar sulfitada;2020-03-07T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;2300;2300;2300
93;Banano criollo;2020-03-07T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;1278;1278;1278
43;Habichuela;2020-02-29T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;4000;2800;3387
352;Café instantáneo;2020-03-07T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;93137;90523;91765
362;Harina de trigo;2020-02-29T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;2152;1904;1997
363;Harina precocida de maíz;2020-02-29T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;3400;3264;3339
242;Huevo blanco A;2020-02-29T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;350;350;350
175;Papa suprema;2020-02-29T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;880;760;820
179;Papa única;2020-02-29T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;800;720;753
271;Carne de cerdo, brazo sin hueso;2020-03-07T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;15000;13000;14333
249;Carne de res, cadera;2020-02-29T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;18000;17000;17333
137;Papaya Maradol;2020-02-29T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;2800;2600;2633
325;Pargo rojo platero;2020-02-29T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;24000;22000;23333
191;Yuca chirosa;2020-02-29T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;1360;1200;1280
251;Carne de res, costilla;2020-02-29T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;11000;10600;10867
258;Carne de res, falda;2020-02-29T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;14000;14000;14000
365;Jugo instantáneo (sobre);2020-02-29T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;26389;25000;25926
369;Pastas alimenticias;2020-02-29T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;5375;4917;5146
288;Pechuga de pollo;2020-02-29T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;8400;7500;8100
54;Zanahoria;2020-02-29T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;1040;1000;1007
55;Zanahoria bogotana;2020-02-29T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;1333;1300;1317
252;Carne de res, bola de brazo;2020-03-07T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;18000;16600;17533
260;Carne de res, lomo fino;2020-02-29T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;22000;22000;22000
262;Carne de res, morrillo;2020-02-29T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;13000;12000;12667
263;Carne de res, muchacho;2020-02-29T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;17000;16000;16333
236;Leche en polvo;2020-02-29T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;27830;20877;24569
8;Lechuga Batavia;2020-02-29T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;2500;2200;2383
67;Pepino cohombro;2020-02-29T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;2000;1200;1533
141;Pera importada;2020-02-29T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;6842;6053;6491
258;Carne de res, falda;2020-03-07T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;14000;14000;14000
260;Carne de res, lomo fino;2020-03-07T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;22000;22000;22000
266;Carne de res, pecho;2020-02-29T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;14000;14000;14000
267;Carne de res, punta de anca;2020-02-29T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;18000;17000;17667
224;Lenteja importada;2020-02-29T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;2200;2180;2193
79;Limón común valluno;2020-02-29T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;2800;2700;2750
289;Pierna pernil con rabadilla;2020-02-29T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;5000;5000;5000
274;Carne de cerdo, costilla;2020-03-07T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;15000;14000;14667
275;Carne de cerdo, espinazo;2020-03-07T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;10000;10000;10000
277;Carne de cerdo, lomo sin hueso;2020-03-07T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;16000;16000;16000
268;Carne de res, sobrebarriga;2020-02-29T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;14000;14000;14000
336;Lomitos de atún en lata;2020-02-29T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;29375;28503;29071
116;Lulo;2020-02-29T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;3200;2800;3000
69;Pimentón;2020-02-29T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;1857;1571;1738
144;Piña gold;2020-02-29T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;2300;2200;2233
251;Carne de res, costilla;2020-03-07T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;11000;10600;10867
19;Cebolla cabezona blanca bogotana;2020-02-29T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;833;792;819
30;Cebolla junca Aquitania;2020-02-29T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;2500;2400;2483
253;Carne de res, bola de pierna;2020-03-07T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;17000;17000;17000
249;Carne de res, cadera;2020-03-07T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;18000;17000;17667
354;Chocolate amargo;2020-02-29T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;22720;22500;22610
65;Chócolo mazorca;2020-02-29T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;1286;1214;1255
82;Mandarina Arrayana;2020-02-29T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;2800;2600;2700
121;Mango manzano;2020-02-29T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;3200;3200;3200
279;Carne de cerdo, pernil sin hueso;2020-03-07T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;15000;14000;14667
282;Carne de cerdo, tocino papada;2020-03-07T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;8000;8000;8000
4;Cilantro;2020-02-29T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;2750;2250;2500
341;Manteca;2020-02-29T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;5350;5030;5227
126;Manzana roja importada;2020-02-29T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;6316;6211;6263
238;Queso costeño;2020-02-29T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;17000;16000;16667
239;Queso cuajada;2020-02-29T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;11000;10500;10833
240;Queso doble crema;2020-02-29T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;13000;12000;12667
340;Aceite vegetal mezcla;2020-03-07T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;5800;5204;5465
88;Aguacate común;2020-03-07T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;3500;3000;3117
315;Corvina, filete congelado nacional;2020-02-29T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;36000;34000;35000
100;Curuba;2020-02-29T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;3000;2800;2933
128;Manzana verde importada;2020-02-29T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;6842;6842;6842
73;Remolacha bogotana;2020-02-29T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;1600;1440;1547
12;Repollo blanco;2020-02-29T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;1167;1133;1153
90;Aguacate papelillo;2020-03-07T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;5000;4800;4867
57;Ahuyama;2020-03-07T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;1000;1000;1000
133;Maracuyá;2020-02-29T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;4200;3000;3583
342;Margarina;2020-02-29T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;18075;18050;18063
15;Repollo morado;2020-02-29T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;833;667;756
370;Sal yodada;2020-02-29T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;816;800;811
61;Ajo importado;2020-03-07T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;11800;11500;11650
283;Alas de pollo con costillar;2020-03-07T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;5600;5600;5600
213;Fríjol calima;2020-02-29T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;4664;4464;4576
366;Mayonesa doy pack;2020-02-29T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;17281;16338;16870
371;Salsa de tomate doy pack;2020-02-29T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;13625;13250;13403
337;Sardinas en lata;2020-02-29T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;6706;6515;6610
329;Sierra entera congelada;2020-02-29T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;12000;12000;12000
195;Arracacha amarilla;2020-03-07T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;2560;2400;2453
41;Fríjol verde en vaina;2020-02-29T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;3040;2880;2920
135;Mora de Castilla;2020-02-29T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;3800;3300;3483
46;Tomate chonto regional;2020-02-29T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;3600;2400;3000
201;Arroz de primera;2020-03-07T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;3520;3360;3440
360;Galletas saladas;2020-02-29T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;10528;10000;10296
361;Gelatina;2020-02-29T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;22656;21302;22153
86;Naranja Valencia;2020-02-29T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;1280;1280;1280
148;Tomate de árbol;2020-02-29T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;2300;2200;2267
253;Carne de res, bola de pierna;2020-04-04T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;17000;17000;17000
249;Carne de res, cadera;2020-04-04T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;18000;17000;17667
365;Jugo instantáneo (sobre);2020-04-04T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;25556;24167;25093
316;Langostino 16-20;2020-04-04T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;45000;40000;41667
236;Leche en polvo;2020-04-04T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;27778;20904;24263
8;Lechuga Batavia;2020-04-04T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;1800;1500;1633
289;Pierna pernil con rabadilla;2020-04-04T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;5000;4500;4667
90;Aguacate papelillo;2020-04-11T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;5300;5000;5167
57;Ahuyama;2020-04-11T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;1200;1000;1067
251;Carne de res, costilla;2020-04-04T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;11000;11000;11000
224;Lenteja importada;2020-04-04T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;2280;2200;2227
69;Pimentón;2020-04-04T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;2000;1857;1952
144;Piña gold;2020-04-04T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;2000;2000;2000
271;Carne de cerdo, brazo sin hueso;2020-04-11T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;15000;13000;14333
274;Carne de cerdo, costilla;2020-04-11T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;15000;14000;14667
258;Carne de res, falda;2020-04-04T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;14000;14000;14000
260;Carne de res, lomo fino;2020-04-04T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;22000;22000;22000
262;Carne de res, morrillo;2020-04-04T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;13000;12000;12667
79;Limón común valluno;2020-04-04T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;3500;3000;3233
336;Lomitos de atún en lata;2020-04-04T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;30547;30013;30204
275;Carne de cerdo, espinazo;2020-04-11T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;10000;10000;10000
277;Carne de cerdo, lomo sin hueso;2020-04-11T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;17000;16000;16667
263;Carne de res, muchacho;2020-04-04T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;17000;17000;17000
266;Carne de res, pecho;2020-04-04T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;14000;14000;14000
116;Lulo;2020-04-04T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;3000;3000;3000
279;Carne de cerdo, pernil sin hueso;2020-04-11T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;15000;14000;14667
282;Carne de cerdo, tocino papada;2020-04-11T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;8000;8000;8000
267;Carne de res, punta de anca;2020-04-04T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;19000;18000;18333
268;Carne de res, sobrebarriga;2020-04-04T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;14000;14000;14000
82;Mandarina Arrayana;2020-04-04T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;3200;3000;3067
238;Queso costeño;2020-04-04T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;19000;19000;19000
61;Ajo importado;2020-04-11T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;11000;10500;10667
283;Alas de pollo con costillar;2020-04-11T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;5600;5000;5400
19;Cebolla cabezona blanca bogotana;2020-04-04T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;1500;1354;1438
30;Cebolla junca Aquitania;2020-04-04T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;3500;3500;3500
121;Mango manzano;2020-04-04T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;2400;2300;2350
341;Manteca;2020-04-04T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;5435;5050;5245
126;Manzana roja importada;2020-04-04T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;6316;6053;6184
73;Remolacha bogotana;2020-04-04T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;2000;1920;1973
12;Repollo blanco;2020-04-04T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;933;833;867
15;Repollo morado;2020-04-04T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;933;917;922
370;Sal yodada;2020-04-04T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;816;800;811
195;Arracacha amarilla;2020-04-11T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;2800;2400;2587
201;Arroz de primera;2020-04-11T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;3680;3600;3653
354;Chocolate amargo;2020-04-04T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;22612;22194;22403
65;Chócolo mazorca;2020-04-04T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;1143;1071;1119
128;Manzana verde importada;2020-04-04T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;6842;6579;6754
371;Salsa de tomate doy pack;2020-04-04T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;13729;13688;13701
