Fecha;Grupo;Producto;Mercado;Precio  por kilogramo
mar-18;VERDURAS Y HORTALIZAS;Habichuela;Buenaventura (Valle del Cauca); 2,140 
mar-18;VERDURAS Y HORTALIZAS;Lechuga Batavia;Buenaventura (Valle del Cauca); 1,617 
mar-18;VERDURAS Y HORTALIZAS;Pepino cohombro;Buenaventura (Valle del Cauca); 1,025 
mar-18;VERDURAS Y HORTALIZAS;Pimentón;Buenaventura (Valle del Cauca); 2,113 
mar-18;VERDURAS Y HORTALIZAS;Remolacha bogotana;Buenaventura (Valle del Cauca); 1,413 
mar-18;VERDURAS Y HORTALIZAS;Repollo blanco;Buenaventura (Valle del Cauca); 658 
mar-18;VERDURAS Y HORTALIZAS;Repollo morado;Buenaventura (Valle del Cauca); 677 
mar-18;VERDURAS Y HORTALIZAS;Tomate chonto regional;Buenaventura (Valle del Cauca); 2,225 
mar-18;VERDURAS Y HORTALIZAS;Zanahoria;Buenaventura (Valle del Cauca); 1,228 
mar-18;FRUTAS;Aguacate común;Buenaventura (Valle del Cauca); 3,571 
mar-18;FRUTAS;Aguacate papelillo;Buenaventura (Valle del Cauca); 5,000 
mar-18;FRUTAS;Banano criollo;Buenaventura (Valle del Cauca); 1,111 
mar-18;FRUTAS;Curuba;Buenaventura (Valle del Cauca); 3,029 
mar-18;FRUTAS;Guayaba pera;Buenaventura (Valle del Cauca); 1,733 
mar-18;FRUTAS;Limón común valluno;Buenaventura (Valle del Cauca); 2,512 
mar-18;FRUTAS;Lulo;Buenaventura (Valle del Cauca); 2,700 
mar-18;FRUTAS;Mandarina Arrayana;Buenaventura (Valle del Cauca); 2,192 
mar-18;FRUTAS;Mango manzano;Buenaventura (Valle del Cauca); 2,467 
mar-18;FRUTAS;Manzana roja importada;Buenaventura (Valle del Cauca); 4,659 
mar-18;FRUTAS;Manzana verde importada;Buenaventura (Valle del Cauca); 5,202 
mar-18;FRUTAS;Maracuyá;Buenaventura (Valle del Cauca); 3,283 
mar-18;FRUTAS;Mora de Castilla;Buenaventura (Valle del Cauca); 4,267 
mar-18;FRUTAS;Naranja Valencia;Buenaventura (Valle del Cauca); 1,042 
mar-18;FRUTAS;Papaya Maradol;Buenaventura (Valle del Cauca); 1,492 
mar-18;FRUTAS;Pera importada;Buenaventura (Valle del Cauca); 4,919 
mar-18;FRUTAS;Piña gold;Buenaventura (Valle del Cauca); 1,671 
mar-18;FRUTAS;Tomate de árbol;Buenaventura (Valle del Cauca); 1,942 
mar-18;FRUTAS;Uva importada;Buenaventura (Valle del Cauca); 8,604 
mar-18;TUBERCULOS, RAICES Y PLATANOS;Arracacha amarilla;Buenaventura (Valle del Cauca); 1,903 
mar-18;TUBERCULOS, RAICES Y PLATANOS;Papa Betina;Buenaventura (Valle del Cauca); 922 
mar-18;TUBERCULOS, RAICES Y PLATANOS;Papa capira;Buenaventura (Valle del Cauca); 1,052 
mar-18;TUBERCULOS, RAICES Y PLATANOS;Papa criolla limpia;Buenaventura (Valle del Cauca); 1,060 
mar-18;TUBERCULOS, RAICES Y PLATANOS;Papa suprema;Buenaventura (Valle del Cauca); 1,008 
mar-18;TUBERCULOS, RAICES Y PLATANOS;Papa única;Buenaventura (Valle del Cauca); 920 
mar-18;TUBERCULOS, RAICES Y PLATANOS;Ulluco;Buenaventura (Valle del Cauca); 2,815 
mar-18;TUBERCULOS, RAICES Y PLATANOS;Yuca chirosa;Buenaventura (Valle del Cauca); 913 
mar-18;GRANOS Y CEREALES;Arroz de primera;Buenaventura (Valle del Cauca); 2,373 
mar-18;GRANOS Y CEREALES;Arveja verde seca importada;Buenaventura (Valle del Cauca); 1,603 
mar-18;GRANOS Y CEREALES;Fríjol calima;Buenaventura (Valle del Cauca); 4,237 
mar-18;GRANOS Y CEREALES;Lenteja importada;Buenaventura (Valle del Cauca); 2,870 
mar-18;LACTEOS Y HUEVOS;Huevo blanco A;Buenaventura (Valle del Cauca); 297 
mar-18;LACTEOS Y HUEVOS;Leche en polvo;Buenaventura (Valle del Cauca); 21,652 
mar-18;LACTEOS Y HUEVOS;Queso costeño;Buenaventura (Valle del Cauca); 13,367 
mar-18;LACTEOS Y HUEVOS;Queso cuajada;Buenaventura (Valle del Cauca); 9,183 
mar-18;LACTEOS Y HUEVOS;Queso doble crema;Buenaventura (Valle del Cauca); 10,000 
mar-18;CARNES;Carne de cerdo, brazo sin hueso;Buenaventura (Valle del Cauca); 14,958 
mar-18;CARNES;Carne de cerdo, costilla;Buenaventura (Valle del Cauca); 13,933 
mar-18;CARNES;Carne de cerdo, espinazo;Buenaventura (Valle del Cauca); 9,933 
mar-18;CARNES;Carne de cerdo, lomo sin hueso;Buenaventura (Valle del Cauca); 16,500 
mar-18;CARNES;Carne de cerdo, pernil sin hueso;Buenaventura (Valle del Cauca); 15,167 
mar-18;CARNES;Carne de cerdo, tocino papada;Buenaventura (Valle del Cauca); 7,983 
mar-18;CARNES;Carne de res, bola de brazo;Buenaventura (Valle del Cauca); 16,000 
mar-18;CARNES;Carne de res, bola de pierna;Buenaventura (Valle del Cauca); 15,933 
mar-18;CARNES;Carne de res, cadera;Buenaventura (Valle del Cauca); 16,367 
mar-18;CARNES;Carne de res, costilla;Buenaventura (Valle del Cauca); 9,933 
mar-18;CARNES;Carne de res, falda;Buenaventura (Valle del Cauca); 14,000 
mar-18;CARNES;Carne de res, lomo fino;Buenaventura (Valle del Cauca); 20,333 
mar-18;CARNES;Carne de res, morrillo;Buenaventura (Valle del Cauca); 12,500 
mar-18;CARNES;Carne de res, muchacho;Buenaventura (Valle del Cauca); 16,000 
mar-18;CARNES;Carne de res, pecho;Buenaventura (Valle del Cauca); 13,833 
mar-18;CARNES;Carne de res, punta de anca;Buenaventura (Valle del Cauca); 16,683 
mar-18;CARNES;Carne de res, sobrebarriga;Buenaventura (Valle del Cauca); 13,433 
mar-18;CARNES;Pechuga de pollo;Buenaventura (Valle del Cauca); 7,517 
mar-18;CARNES;Pierna pernil con rabadilla;Buenaventura (Valle del Cauca); 4,900 
mar-15;PESCADOS;Corvina, filete congelado nacional;Buenaventura (Valle del Cauca);16,000
mar-18;PESCADOS;Langostino 16-20;Buenaventura (Valle del Cauca); 43,333 
mar-18;PESCADOS;Pargo rojo platero;Buenaventura (Valle del Cauca); 18,000 
mar-18;PESCADOS;Sierra entera congelada;Buenaventura (Valle del Cauca); 11,083 
mar-18;PROCESADOS;Aceite vegetal mezcla;Buenaventura (Valle del Cauca); 5,160 
mar-18;PROCESADOS;Azúcar sulfitada;Buenaventura (Valle del Cauca); 1,923 
mar-18;PROCESADOS;Café instantáneo;Buenaventura (Valle del Cauca); 82,593 
mar-18;PROCESADOS;Chocolate amargo;Buenaventura (Valle del Cauca); 22,179 
mar-18;PROCESADOS;Galletas saladas;Buenaventura (Valle del Cauca); 11,064 
mar-18;PROCESADOS;Gelatina;Buenaventura (Valle del Cauca); 23,268 
mar-18;PROCESADOS;Harina de trigo;Buenaventura (Valle del Cauca); 1,633 
mar-18;PROCESADOS;Harina precocida de maíz;Buenaventura (Valle del Cauca); 2,879 
mar-18;PROCESADOS;Jugo instantáneo (sobre);Buenaventura (Valle del Cauca); 41,401 
mar-18;PROCESADOS;Lomitos de atún en lata;Buenaventura (Valle del Cauca); 26,645 
mar-18;PROCESADOS;Manteca;Buenaventura (Valle del Cauca); 4,080 
mar-18;PROCESADOS;Margarina;Buenaventura (Valle del Cauca); 15,816 
mar-18;PROCESADOS;Mayonesa doy pack;Buenaventura (Valle del Cauca); 13,953 
mar-18;PROCESADOS;Panela redonda morena;Buenaventura (Valle del Cauca); 1,701 
mar-18;PROCESADOS;Pastas alimenticias;Buenaventura (Valle del Cauca); 3,854 
mar-18;PROCESADOS;Sal yodada;Buenaventura (Valle del Cauca); 713 
mar-18;PROCESADOS;Salsa de tomate doy pack;Buenaventura (Valle del Cauca); 14,801 
mar-18;PROCESADOS;Sardinas en lata;Buenaventura (Valle del Cauca); 7,248 
abr-18;VERDURAS Y HORTALIZAS;Ahuyama;Buenaventura (Valle del Cauca); 742 
abr-18;VERDURAS Y HORTALIZAS;Ajo importado;Buenaventura (Valle del Cauca); 5,188 
abr-18;VERDURAS Y HORTALIZAS;Arveja verde en vaina pastusa;Buenaventura (Valle del Cauca); 3,175 
abr-18;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca bogotana;Buenaventura (Valle del Cauca); 930 
abr-18;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca pastusa;Buenaventura (Valle del Cauca); 898 
abr-18;VERDURAS Y HORTALIZAS;Cebolla junca Aquitania;Buenaventura (Valle del Cauca); 2,354 
abr-18;VERDURAS Y HORTALIZAS;Chócolo mazorca;Buenaventura (Valle del Cauca); 1,161 
abr-18;VERDURAS Y HORTALIZAS;Cilantro;Buenaventura (Valle del Cauca); 2,688 
abr-18;VERDURAS Y HORTALIZAS;Fríjol verde en vaina;Buenaventura (Valle del Cauca); 3,600 
abr-18;VERDURAS Y HORTALIZAS;Habichuela;Buenaventura (Valle del Cauca); 2,467 
abr-18;VERDURAS Y HORTALIZAS;Lechuga Batavia;Buenaventura (Valle del Cauca); 1,679 
abr-18;VERDURAS Y HORTALIZAS;Pepino cohombro;Buenaventura (Valle del Cauca); 950 
abr-18;VERDURAS Y HORTALIZAS;Pimentón;Buenaventura (Valle del Cauca); 1,982 
abr-18;VERDURAS Y HORTALIZAS;Remolacha bogotana;Buenaventura (Valle del Cauca); 1,400 
abr-18;VERDURAS Y HORTALIZAS;Repollo blanco;Buenaventura (Valle del Cauca); 540 
abr-18;VERDURAS Y HORTALIZAS;Repollo morado;Buenaventura (Valle del Cauca); 757 
abr-18;VERDURAS Y HORTALIZAS;Tomate chonto regional;Buenaventura (Valle del Cauca); 2,713 
abr-18;VERDURAS Y HORTALIZAS;Zanahoria;Buenaventura (Valle del Cauca); 1,171 
abr-18;FRUTAS;Aguacate común;Buenaventura (Valle del Cauca); 3,742 
abr-18;FRUTAS;Aguacate papelillo;Buenaventura (Valle del Cauca); 4,958 
abr-18;FRUTAS;Banano criollo;Buenaventura (Valle del Cauca); 1,111 
abr-18;FRUTAS;Curuba;Buenaventura (Valle del Cauca); 2,933 
abr-18;FRUTAS;Guayaba pera;Buenaventura (Valle del Cauca); 1,708 
abr-18;FRUTAS;Limón común valluno;Buenaventura (Valle del Cauca); 3,554 
abr-18;FRUTAS;Lulo;Buenaventura (Valle del Cauca); 2,504 
abr-18;FRUTAS;Mandarina Arrayana;Buenaventura (Valle del Cauca); 2,443 
abr-18;FRUTAS;Mango manzano;Buenaventura (Valle del Cauca); 2,008 
abr-18;FRUTAS;Manzana roja importada;Buenaventura (Valle del Cauca); 4,435 
abr-18;FRUTAS;Manzana verde importada;Buenaventura (Valle del Cauca); 4,781 
abr-18;FRUTAS;Maracuyá;Buenaventura (Valle del Cauca); 2,583 
abr-18;FRUTAS;Mora de Castilla;Buenaventura (Valle del Cauca); 4,029 
abr-18;FRUTAS;Naranja Valencia;Buenaventura (Valle del Cauca); 1,033 
abr-18;FRUTAS;Papaya Maradol;Buenaventura (Valle del Cauca); 1,450 
abr-18;FRUTAS;Pera importada;Buenaventura (Valle del Cauca); 4,458 
abr-18;FRUTAS;Piña gold;Buenaventura (Valle del Cauca); 1,508 
abr-18;FRUTAS;Tomate de árbol;Buenaventura (Valle del Cauca); 2,158 
abr-18;FRUTAS;Uva importada;Buenaventura (Valle del Cauca); 10,000 
abr-18;TUBERCULOS, RAICES Y PLATANOS;Arracacha amarilla;Buenaventura (Valle del Cauca); 2,100 
abr-18;TUBERCULOS, RAICES Y PLATANOS;Papa Betina;Buenaventura (Valle del Cauca); 785 
abr-18;TUBERCULOS, RAICES Y PLATANOS;Papa capira;Buenaventura (Valle del Cauca); 911 
abr-18;TUBERCULOS, RAICES Y PLATANOS;Papa criolla limpia;Buenaventura (Valle del Cauca); 1,343 
abr-18;TUBERCULOS, RAICES Y PLATANOS;Papa suprema;Buenaventura (Valle del Cauca); 878 
abr-18;TUBERCULOS, RAICES Y PLATANOS;Papa única;Buenaventura (Valle del Cauca); 787 
abr-18;TUBERCULOS, RAICES Y PLATANOS;Ulluco;Buenaventura (Valle del Cauca); 2,975 
abr-18;TUBERCULOS, RAICES Y PLATANOS;Yuca chirosa;Buenaventura (Valle del Cauca); 943 
abr-18;GRANOS Y CEREALES;Arroz de primera;Buenaventura (Valle del Cauca); 2,416 
abr-18;GRANOS Y CEREALES;Arveja verde seca importada;Buenaventura (Valle del Cauca); 1,600 
abr-18;GRANOS Y CEREALES;Fríjol calima;Buenaventura (Valle del Cauca); 4,494 
abr-18;GRANOS Y CEREALES;Lenteja importada;Buenaventura (Valle del Cauca); 2,813 
abr-18;LACTEOS Y HUEVOS;Huevo blanco A;Buenaventura (Valle del Cauca); 294 
abr-18;LACTEOS Y HUEVOS;Leche en polvo;Buenaventura (Valle del Cauca); 21,654 
abr-18;LACTEOS Y HUEVOS;Queso costeño;Buenaventura (Valle del Cauca); 14,650 
abr-18;LACTEOS Y HUEVOS;Queso cuajada;Buenaventura (Valle del Cauca); 9,500 
abr-18;LACTEOS Y HUEVOS;Queso doble crema;Buenaventura (Valle del Cauca); 10,000 
abr-18;CARNES;Carne de cerdo, brazo sin hueso;Buenaventura (Valle del Cauca); 15,000 
abr-18;CARNES;Carne de cerdo, costilla;Buenaventura (Valle del Cauca); 13,533 
abr-18;CARNES;Carne de cerdo, espinazo;Buenaventura (Valle del Cauca); 9,200 
abr-18;CARNES;Carne de cerdo, lomo sin hueso;Buenaventura (Valle del Cauca); 16,000 
abr-18;CARNES;Carne de cerdo, pernil sin hueso;Buenaventura (Valle del Cauca); 15,050 
abr-18;CARNES;Carne de cerdo, tocino papada;Buenaventura (Valle del Cauca); 7,800 
abr-18;CARNES;Carne de res, bola de brazo;Buenaventura (Valle del Cauca); 16,000 
abr-18;CARNES;Carne de res, bola de pierna;Buenaventura (Valle del Cauca); 15,533 
abr-18;CARNES;Carne de res, cadera;Buenaventura (Valle del Cauca); 16,200 
abr-18;CARNES;Carne de res, costilla;Buenaventura (Valle del Cauca); 9,867 
abr-18;CARNES;Carne de res, falda;Buenaventura (Valle del Cauca); 14,000 
abr-18;CARNES;Carne de res, lomo fino;Buenaventura (Valle del Cauca); 20,333 
abr-18;CARNES;Carne de res, morrillo;Buenaventura (Valle del Cauca); 12,500 
abr-18;CARNES;Carne de res, muchacho;Buenaventura (Valle del Cauca); 15,667 
abr-18;CARNES;Carne de res, pecho;Buenaventura (Valle del Cauca); 14,000 
abr-18;CARNES;Carne de res, punta de anca;Buenaventura (Valle del Cauca); 16,333 
abr-18;CARNES;Carne de res, sobrebarriga;Buenaventura (Valle del Cauca); 13,667 
abr-18;CARNES;Pechuga de pollo;Buenaventura (Valle del Cauca); 7,817 
abr-18;CARNES;Pierna pernil con rabadilla;Buenaventura (Valle del Cauca); 5,017 
abr-15;PESCADOS;Corvina, filete congelado nacional;Buenaventura (Valle del Cauca);17,500
abr-18;PESCADOS;Langostino 16-20;Buenaventura (Valle del Cauca); 45,333 
abr-18;PESCADOS;Pargo rojo platero;Buenaventura (Valle del Cauca); 17,833 
abr-18;PESCADOS;Sierra entera congelada;Buenaventura (Valle del Cauca); 11,917 
abr-18;PROCESADOS;Aceite vegetal mezcla;Buenaventura (Valle del Cauca); 5,121 
abr-18;PROCESADOS;Azúcar sulfitada;Buenaventura (Valle del Cauca); 1,862 
abr-18;PROCESADOS;Café instantáneo;Buenaventura (Valle del Cauca); 82,505 
abr-18;PROCESADOS;Chocolate amargo;Buenaventura (Valle del Cauca); 22,376 
abr-18;PROCESADOS;Galletas saladas;Buenaventura (Valle del Cauca); 11,059 
abr-18;PROCESADOS;Gelatina;Buenaventura (Valle del Cauca); 23,249 
abr-18;PROCESADOS;Harina de trigo;Buenaventura (Valle del Cauca); 1,633 
abr-18;PROCESADOS;Harina precocida de maíz;Buenaventura (Valle del Cauca); 2,899 
abr-18;PROCESADOS;Jugo instantáneo (sobre);Buenaventura (Valle del Cauca); 41,376 
abr-18;PROCESADOS;Lomitos de atún en lata;Buenaventura (Valle del Cauca); 25,927 
abr-18;PROCESADOS;Manteca;Buenaventura (Valle del Cauca); 4,042 
abr-18;PROCESADOS;Margarina;Buenaventura (Valle del Cauca); 15,445 
abr-18;PROCESADOS;Mayonesa doy pack;Buenaventura (Valle del Cauca); 13,969 
abr-18;PROCESADOS;Panela redonda morena;Buenaventura (Valle del Cauca); 1,681 
abr-18;PROCESADOS;Pastas alimenticias;Buenaventura (Valle del Cauca); 3,854 
abr-18;PROCESADOS;Sal yodada;Buenaventura (Valle del Cauca); 713 
abr-18;PROCESADOS;Salsa de tomate doy pack;Buenaventura (Valle del Cauca); 14,801 
abr-18;PROCESADOS;Sardinas en lata;Buenaventura (Valle del Cauca); 7,013 
may-18;VERDURAS Y HORTALIZAS;Ahuyama;Buenaventura (Valle del Cauca); 748 
may-18;VERDURAS Y HORTALIZAS;Ajo importado;Buenaventura (Valle del Cauca); 4,085 
may-18;VERDURAS Y HORTALIZAS;Arveja verde en vaina pastusa;Buenaventura (Valle del Cauca); 3,711 
may-18;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca bogotana;Buenaventura (Valle del Cauca); 833 
may-18;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca pastusa;Buenaventura (Valle del Cauca); 822 
may-18;VERDURAS Y HORTALIZAS;Cebolla junca Aquitania;Buenaventura (Valle del Cauca); 2,172 
may-18;VERDURAS Y HORTALIZAS;Chócolo mazorca;Buenaventura (Valle del Cauca); 722 
may-18;VERDURAS Y HORTALIZAS;Cilantro;Buenaventura (Valle del Cauca); 2,148 
may-18;VERDURAS Y HORTALIZAS;Fríjol verde en vaina;Buenaventura (Valle del Cauca); 3,800 
may-18;VERDURAS Y HORTALIZAS;Habichuela;Buenaventura (Valle del Cauca); 2,652 
may-18;VERDURAS Y HORTALIZAS;Lechuga Batavia;Buenaventura (Valle del Cauca); 1,422 
may-18;VERDURAS Y HORTALIZAS;Pepino cohombro;Buenaventura (Valle del Cauca); 859 
may-18;VERDURAS Y HORTALIZAS;Pimentón;Buenaventura (Valle del Cauca); 1,958 
may-18;VERDURAS Y HORTALIZAS;Remolacha bogotana;Buenaventura (Valle del Cauca); 1,310 
may-18;VERDURAS Y HORTALIZAS;Repollo blanco;Buenaventura (Valle del Cauca); 465 
may-18;VERDURAS Y HORTALIZAS;Repollo morado;Buenaventura (Valle del Cauca); 800 
may-18;VERDURAS Y HORTALIZAS;Tomate chonto regional;Buenaventura (Valle del Cauca); 2,678 
may-18;VERDURAS Y HORTALIZAS;Zanahoria;Buenaventura (Valle del Cauca); 1,073 
may-18;VERDURAS Y HORTALIZAS;Zanahoria bogotana;Buenaventura (Valle del Cauca); 875 
may-18;FRUTAS;Aguacate común;Buenaventura (Valle del Cauca); 2,722 
may-18;FRUTAS;Aguacate papelillo;Buenaventura (Valle del Cauca); 4,250 
may-18;FRUTAS;Banano criollo;Buenaventura (Valle del Cauca); 1,111 
may-18;FRUTAS;Curuba;Buenaventura (Valle del Cauca); 2,856 
may-18;FRUTAS;Guayaba pera;Buenaventura (Valle del Cauca); 1,793 
may-18;FRUTAS;Limón común valluno;Buenaventura (Valle del Cauca); 3,026 
may-18;FRUTAS;Lulo;Buenaventura (Valle del Cauca); 2,733 
may-18;FRUTAS;Mandarina Arrayana;Buenaventura (Valle del Cauca); 2,096 
may-18;FRUTAS;Mango manzano;Buenaventura (Valle del Cauca); 1,481 
may-18;FRUTAS;Manzana roja importada;Buenaventura (Valle del Cauca); 4,435 
may-18;FRUTAS;Manzana verde importada;Buenaventura (Valle del Cauca); 4,673 
may-18;FRUTAS;Maracuyá;Buenaventura (Valle del Cauca); 2,607 
may-18;FRUTAS;Mora de Castilla;Buenaventura (Valle del Cauca); 4,089 
may-18;FRUTAS;Naranja Valencia;Buenaventura (Valle del Cauca); 992 
may-18;FRUTAS;Papaya Maradol;Buenaventura (Valle del Cauca); 1,415 
may-18;FRUTAS;Pera importada;Buenaventura (Valle del Cauca); 4,347 
may-18;FRUTAS;Piña gold;Buenaventura (Valle del Cauca); 1,507 
may-18;FRUTAS;Tomate de árbol;Buenaventura (Valle del Cauca); 2,078 
may-18;TUBERCULOS, RAICES Y PLATANOS;Arracacha amarilla;Buenaventura (Valle del Cauca); 2,030 
may-18;TUBERCULOS, RAICES Y PLATANOS;Papa Betina;Buenaventura (Valle del Cauca); 684 
may-18;TUBERCULOS, RAICES Y PLATANOS;Papa capira;Buenaventura (Valle del Cauca); 780 
may-18;TUBERCULOS, RAICES Y PLATANOS;Papa criolla limpia;Buenaventura (Valle del Cauca); 1,123 
may-18;TUBERCULOS, RAICES Y PLATANOS;Papa suprema;Buenaventura (Valle del Cauca); 764 
may-18;TUBERCULOS, RAICES Y PLATANOS;Papa única;Buenaventura (Valle del Cauca); 672 
may-18;TUBERCULOS, RAICES Y PLATANOS;Ulluco;Buenaventura (Valle del Cauca); 2,885 
may-18;TUBERCULOS, RAICES Y PLATANOS;Yuca chirosa;Buenaventura (Valle del Cauca); 980 
may-18;GRANOS Y CEREALES;Arroz de primera;Buenaventura (Valle del Cauca); 2,472 
may-18;GRANOS Y CEREALES;Arveja verde seca importada;Buenaventura (Valle del Cauca); 1,655 
may-18;GRANOS Y CEREALES;Fríjol calima;Buenaventura (Valle del Cauca); 4,928 
may-18;GRANOS Y CEREALES;Lenteja importada;Buenaventura (Valle del Cauca); 2,695 
may-18;LACTEOS Y HUEVOS;Huevo blanco A;Buenaventura (Valle del Cauca); 294 
may-18;LACTEOS Y HUEVOS;Leche en polvo;Buenaventura (Valle del Cauca); 21,656 
may-18;LACTEOS Y HUEVOS;Queso costeño;Buenaventura (Valle del Cauca); 14,013 
may-18;LACTEOS Y HUEVOS;Queso cuajada;Buenaventura (Valle del Cauca); 9,280 
may-18;LACTEOS Y HUEVOS;Queso doble crema;Buenaventura (Valle del Cauca); 10,133 
may-18;CARNES;Carne de cerdo, brazo sin hueso;Buenaventura (Valle del Cauca); 15,067 
may-18;CARNES;Carne de cerdo, costilla;Buenaventura (Valle del Cauca); 13,573 
may-18;CARNES;Carne de cerdo, espinazo;Buenaventura (Valle del Cauca); 9,360 
may-18;CARNES;Carne de cerdo, lomo sin hueso;Buenaventura (Valle del Cauca); 16,133 
may-18;CARNES;Carne de cerdo, pernil sin hueso;Buenaventura (Valle del Cauca); 15,067 
may-18;CARNES;Carne de cerdo, tocino papada;Buenaventura (Valle del Cauca); 7,860 
may-18;CARNES;Carne de res, bola de brazo;Buenaventura (Valle del Cauca); 16,000 
may-18;CARNES;Carne de res, bola de pierna;Buenaventura (Valle del Cauca); 15,653 
may-18;CARNES;Carne de res, cadera;Buenaventura (Valle del Cauca); 16,227 
may-18;CARNES;Carne de res, costilla;Buenaventura (Valle del Cauca); 9,893 
may-18;CARNES;Carne de res, falda;Buenaventura (Valle del Cauca); 14,000 
may-18;CARNES;Carne de res, lomo fino;Buenaventura (Valle del Cauca); 20,333 
may-18;CARNES;Carne de res, morrillo;Buenaventura (Valle del Cauca); 12,500 
may-18;CARNES;Carne de res, muchacho;Buenaventura (Valle del Cauca); 15,733 
may-18;CARNES;Carne de res, pecho;Buenaventura (Valle del Cauca); 13,933 
may-18;CARNES;Carne de res, punta de anca;Buenaventura (Valle del Cauca); 16,400 
may-18;CARNES;Carne de res, sobrebarriga;Buenaventura (Valle del Cauca); 13,573 
may-18;CARNES;Pechuga de pollo;Buenaventura (Valle del Cauca); 7,820 
may-18;CARNES;Pierna pernil con rabadilla;Buenaventura (Valle del Cauca); 4,987 
may-15;PESCADOS;Corvina, filete congelado nacional;Buenaventura (Valle del Cauca);20,000
may-18;PESCADOS;Langostino 16-20;Buenaventura (Valle del Cauca); 46,400 
may-18;PESCADOS;Pargo rojo platero;Buenaventura (Valle del Cauca); 17,667 
may-18;PESCADOS;Sierra entera congelada;Buenaventura (Valle del Cauca); 11,933 
may-18;PROCESADOS;Aceite vegetal mezcla;Buenaventura (Valle del Cauca); 5,148 
may-18;PROCESADOS;Azúcar sulfitada;Buenaventura (Valle del Cauca); 1,879 
may-18;PROCESADOS;Café instantáneo;Buenaventura (Valle del Cauca); 82,488 
may-18;PROCESADOS;Chocolate amargo;Buenaventura (Valle del Cauca); 22,218 
may-18;PROCESADOS;Galletas saladas;Buenaventura (Valle del Cauca); 11,053 
may-18;PROCESADOS;Gelatina;Buenaventura (Valle del Cauca); 23,311 
may-18;PROCESADOS;Harina de trigo;Buenaventura (Valle del Cauca); 1,635 
may-18;PROCESADOS;Harina precocida de maíz;Buenaventura (Valle del Cauca); 2,982 
may-18;PROCESADOS;Jugo instantáneo (sobre);Buenaventura (Valle del Cauca); 41,326 
may-18;PROCESADOS;Lomitos de atún en lata;Buenaventura (Valle del Cauca); 24,140 
may-18;PROCESADOS;Manteca;Buenaventura (Valle del Cauca); 4,037 
may-18;PROCESADOS;Margarina;Buenaventura (Valle del Cauca); 15,981 
may-18;PROCESADOS;Mayonesa doy pack;Buenaventura (Valle del Cauca); 14,378 
may-18;PROCESADOS;Panela redonda morena;Buenaventura (Valle del Cauca); 1,616 
may-18;PROCESADOS;Pastas alimenticias;Buenaventura (Valle del Cauca); 3,854 
may-18;PROCESADOS;Sal yodada;Buenaventura (Valle del Cauca); 713 
may-18;PROCESADOS;Sardinas en lata;Buenaventura (Valle del Cauca); 7,005 
jun-18;VERDURAS Y HORTALIZAS;Ahuyama;Buenaventura (Valle del Cauca); 800 
jun-18;VERDURAS Y HORTALIZAS;Ajo importado;Buenaventura (Valle del Cauca); 3,926 
jun-18;VERDURAS Y HORTALIZAS;Arveja verde en vaina pastusa;Buenaventura (Valle del Cauca); 3,667 
jun-18;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca bogotana;Buenaventura (Valle del Cauca); 826 
jun-18;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca pastusa;Buenaventura (Valle del Cauca); 823 
jun-18;VERDURAS Y HORTALIZAS;Cebolla junca Aquitania;Buenaventura (Valle del Cauca); 2,215 
jun-18;VERDURAS Y HORTALIZAS;Chócolo mazorca;Buenaventura (Valle del Cauca); 635 
jun-18;VERDURAS Y HORTALIZAS;Cilantro;Buenaventura (Valle del Cauca); 2,167 
jun-18;VERDURAS Y HORTALIZAS;Fríjol verde en vaina;Buenaventura (Valle del Cauca); 3,378 
jun-18;VERDURAS Y HORTALIZAS;Habichuela;Buenaventura (Valle del Cauca); 2,581 
jun-18;VERDURAS Y HORTALIZAS;Lechuga Batavia;Buenaventura (Valle del Cauca); 1,970 
jun-18;VERDURAS Y HORTALIZAS;Pepino cohombro;Buenaventura (Valle del Cauca); 937 
jun-18;VERDURAS Y HORTALIZAS;Pimentón;Buenaventura (Valle del Cauca); 2,212 
jun-18;VERDURAS Y HORTALIZAS;Remolacha bogotana;Buenaventura (Valle del Cauca); 1,339 
jun-18;VERDURAS Y HORTALIZAS;Repollo blanco;Buenaventura (Valle del Cauca); 657 
jun-18;VERDURAS Y HORTALIZAS;Repollo morado;Buenaventura (Valle del Cauca); 1,267 
jun-18;VERDURAS Y HORTALIZAS;Tomate chonto regional;Buenaventura (Valle del Cauca); 2,774 
jun-18;VERDURAS Y HORTALIZAS;Zanahoria;Buenaventura (Valle del Cauca); 924 
jun-18;VERDURAS Y HORTALIZAS;Zanahoria bogotana;Buenaventura (Valle del Cauca); 815 
jun-18;FRUTAS;Aguacate común;Buenaventura (Valle del Cauca); 2,324 
jun-18;FRUTAS;Aguacate papelillo;Buenaventura (Valle del Cauca); 3,115 
jun-18;FRUTAS;Banano criollo;Buenaventura (Valle del Cauca); 1,111 
jun-18;FRUTAS;Curuba;Buenaventura (Valle del Cauca); 2,811 
