Fecha;Grupo;Producto;Mercado;Precio  por kilogramo
ago-16;VERDURAS Y HORTALIZAS;Tomate chonto regional;Buenaventura (Valle del Cauca);1,907
ago-16;VERDURAS Y HORTALIZAS;Zanahoria;Buenaventura (Valle del Cauca);558
ago-16;VERDURAS Y HORTALIZAS;Zanahoria bogotana;Buenaventura (Valle del Cauca);685
ago-16;FRUTAS;Aguacate común;Buenaventura (Valle del Cauca);2,178
ago-16;FRUTAS;Aguacate papelillo;Buenaventura (Valle del Cauca);2,856
ago-16;FRUTAS;Banano criollo;Buenaventura (Valle del Cauca);978
ago-16;FRUTAS;Coco;Buenaventura (Valle del Cauca);1,315
ago-16;FRUTAS;Curuba;Buenaventura (Valle del Cauca);2,411
ago-16;FRUTAS;Guayaba pera;Buenaventura (Valle del Cauca);1,919
ago-16;FRUTAS;Limón común valluno;Buenaventura (Valle del Cauca);1,526
ago-16;FRUTAS;Lulo;Buenaventura (Valle del Cauca);3,644
ago-16;FRUTAS;Mandarina Arrayana;Buenaventura (Valle del Cauca);1,507
ago-16;FRUTAS;Mango manzano;Buenaventura (Valle del Cauca);3,500
ago-16;FRUTAS;Manzana roja importada;Buenaventura (Valle del Cauca);4,396
ago-16;FRUTAS;Manzana verde importada;Buenaventura (Valle del Cauca);4,483
ago-16;FRUTAS;Maracuyá;Buenaventura (Valle del Cauca);2,215
ago-16;FRUTAS;Mora de Castilla;Buenaventura (Valle del Cauca);3,507
ago-16;FRUTAS;Naranja Valencia;Buenaventura (Valle del Cauca);870
ago-16;FRUTAS;Papaya Maradol;Buenaventura (Valle del Cauca);1,530
ago-16;FRUTAS;Pera importada;Buenaventura (Valle del Cauca);4,493
ago-16;FRUTAS;Piña manzana;Buenaventura (Valle del Cauca);1,642
ago-16;FRUTAS;Tomate de árbol;Buenaventura (Valle del Cauca);2,059
ago-16;TUBERCULOS, RAICES Y PLATANOS;Arracacha amarilla;Buenaventura (Valle del Cauca);3,511
ago-16;TUBERCULOS, RAICES Y PLATANOS;Papa Betina;Buenaventura (Valle del Cauca);707
ago-16;TUBERCULOS, RAICES Y PLATANOS;Papa capira;Buenaventura (Valle del Cauca);781
ago-16;TUBERCULOS, RAICES Y PLATANOS;Papa criolla limpia;Buenaventura (Valle del Cauca);782
ago-16;TUBERCULOS, RAICES Y PLATANOS;Papa suprema;Buenaventura (Valle del Cauca);736
ago-16;TUBERCULOS, RAICES Y PLATANOS;Papa única;Buenaventura (Valle del Cauca);696
ago-16;TUBERCULOS, RAICES Y PLATANOS;Plátano hartón verde;Buenaventura (Valle del Cauca);1,567
ago-16;TUBERCULOS, RAICES Y PLATANOS;Ulluco;Buenaventura (Valle del Cauca);2,104
ago-16;TUBERCULOS, RAICES Y PLATANOS;Yuca chirosa;Buenaventura (Valle del Cauca);1,221
ago-16;GRANOS Y CEREALES;Arroz de primera;Buenaventura (Valle del Cauca);2,935
ago-16;GRANOS Y CEREALES;Arveja verde seca importada;Buenaventura (Valle del Cauca);1,867
ago-16;GRANOS Y CEREALES;Fríjol calima;Buenaventura (Valle del Cauca);4,457
ago-16;GRANOS Y CEREALES;Lenteja importada;Buenaventura (Valle del Cauca);4,443
ago-16;GRANOS Y CEREALES;Maíz amarillo cáscara;Buenaventura (Valle del Cauca);1,162
ago-16;LACTEOS Y HUEVOS;Huevo blanco A;Buenaventura (Valle del Cauca);335
ago-16;LACTEOS Y HUEVOS;Leche en polvo;Buenaventura (Valle del Cauca);19,341
ago-16;LACTEOS Y HUEVOS;Queso costeño;Buenaventura (Valle del Cauca);11,040
ago-16;LACTEOS Y HUEVOS;Queso cuajada;Buenaventura (Valle del Cauca);9,073
ago-16;LACTEOS Y HUEVOS;Queso doble crema;Buenaventura (Valle del Cauca);9,513
ago-16;CARNES;Carne de cerdo, brazo sin hueso;Buenaventura (Valle del Cauca);13,013
ago-16;CARNES;Carne de cerdo, costilla;Buenaventura (Valle del Cauca);11,827
ago-16;CARNES;Carne de cerdo, espinazo;Buenaventura (Valle del Cauca);7,547
ago-16;CARNES;Carne de cerdo, lomo sin hueso;Buenaventura (Valle del Cauca);14,867
ago-16;CARNES;Carne de cerdo, pernil sin hueso;Buenaventura (Valle del Cauca);12,960
ago-16;CARNES;Carne de cerdo, tocino papada;Buenaventura (Valle del Cauca);6,160
ago-16;CARNES;Carne de res, bola de brazo;Buenaventura (Valle del Cauca);16,107
ago-16;CARNES;Carne de res, bola de pierna;Buenaventura (Valle del Cauca);16,147
ago-16;CARNES;Carne de res, cadera;Buenaventura (Valle del Cauca);16,233
ago-16;CARNES;Carne de res, chatas;Buenaventura (Valle del Cauca);18,347
ago-16;CARNES;Carne de res, costilla;Buenaventura (Valle del Cauca);9,973
ago-16;CARNES;Carne de res, falda;Buenaventura (Valle del Cauca);13,667
ago-16;CARNES;Carne de res, lomo fino;Buenaventura (Valle del Cauca);19,720
ago-16;CARNES;Carne de res, morrillo;Buenaventura (Valle del Cauca);12,227
ago-16;CARNES;Carne de res, muchacho;Buenaventura (Valle del Cauca);15,540
ago-16;CARNES;Carne de res, pecho;Buenaventura (Valle del Cauca);13,520
ago-16;CARNES;Carne de res, punta de anca;Buenaventura (Valle del Cauca);16,200
ago-16;CARNES;Carne de res, sobrebarriga;Buenaventura (Valle del Cauca);13,360
ago-16;CARNES;Pechuga de pollo;Buenaventura (Valle del Cauca);8,333
ago-16;CARNES;Pierna pernil con rabadilla;Buenaventura (Valle del Cauca);4,813
ago-17;PESCADOS;Corvina, filete congelado nacional;Buenaventura (Valle del Cauca);33,200
ago-16;PESCADOS;Langostino 16-20;Buenaventura (Valle del Cauca);48,667
ago-16;PESCADOS;Pargo rojo platero;Buenaventura (Valle del Cauca);17,733
ago-16;PESCADOS;Sierra entera congelada;Buenaventura (Valle del Cauca);12,000
ago-16;PROCESADOS;Aceite vegetal mezcla;Buenaventura (Valle del Cauca);5,205
ago-16;PROCESADOS;Azúcar sulfitada;Buenaventura (Valle del Cauca);2,685
ago-16;PROCESADOS;Café instantáneo;Buenaventura (Valle del Cauca);76,810
ago-16;PROCESADOS;Chocolate amargo;Buenaventura (Valle del Cauca);20,427
ago-16;PROCESADOS;Galletas saladas;Buenaventura (Valle del Cauca);9,435
ago-16;PROCESADOS;Gelatina;Buenaventura (Valle del Cauca);22,873
ago-16;PROCESADOS;Harina de trigo;Buenaventura (Valle del Cauca);1,418
ago-16;PROCESADOS;Harina precocida de maíz;Buenaventura (Valle del Cauca);2,473
ago-16;PROCESADOS;Jugo instantáneo (sobre);Buenaventura (Valle del Cauca);35,006
ago-16;PROCESADOS;Lomitos de atún en lata;Buenaventura (Valle del Cauca);23,557
ago-16;PROCESADOS;Manteca;Buenaventura (Valle del Cauca);4,040
ago-16;PROCESADOS;Margarina;Buenaventura (Valle del Cauca);12,551
ago-16;PROCESADOS;Mayonesa doy pack;Buenaventura (Valle del Cauca);17,173
ago-16;PROCESADOS;Panela redonda morena;Buenaventura (Valle del Cauca);1,832
ago-16;PROCESADOS;Pastas alimenticias;Buenaventura (Valle del Cauca);3,975
ago-16;PROCESADOS;Sal yodada;Buenaventura (Valle del Cauca);661
ago-16;PROCESADOS;Salsa de tomate doy pack;Buenaventura (Valle del Cauca);16,690
ago-16;PROCESADOS;Sardinas en lata;Buenaventura (Valle del Cauca);7,087
sep-16;VERDURAS Y HORTALIZAS;Ahuyama;Buenaventura (Valle del Cauca);654
sep-16;VERDURAS Y HORTALIZAS;Ajo importado;Buenaventura (Valle del Cauca);8,715
sep-16;VERDURAS Y HORTALIZAS;Arveja verde en vaina pastusa;Buenaventura (Valle del Cauca);1,667
sep-16;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca bogotana;Buenaventura (Valle del Cauca);637
sep-16;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca pastusa;Buenaventura (Valle del Cauca);587
sep-16;VERDURAS Y HORTALIZAS;Cebolla junca Aquitania;Buenaventura (Valle del Cauca);1,870
sep-16;VERDURAS Y HORTALIZAS;Chócolo mazorca;Buenaventura (Valle del Cauca);1,003
sep-16;VERDURAS Y HORTALIZAS;Cilantro;Buenaventura (Valle del Cauca);1,907
sep-16;VERDURAS Y HORTALIZAS;Fríjol verde en vaina;Buenaventura (Valle del Cauca);2,178
sep-16;VERDURAS Y HORTALIZAS;Habichuela;Buenaventura (Valle del Cauca);1,784
sep-16;VERDURAS Y HORTALIZAS;Lechuga Batavia;Buenaventura (Valle del Cauca);1,033
sep-16;VERDURAS Y HORTALIZAS;Pepino cohombro;Buenaventura (Valle del Cauca);933
sep-16;VERDURAS Y HORTALIZAS;Pimentón;Buenaventura (Valle del Cauca);1,394
sep-16;VERDURAS Y HORTALIZAS;Remolacha bogotana;Buenaventura (Valle del Cauca);1,326
sep-16;VERDURAS Y HORTALIZAS;Repollo blanco;Buenaventura (Valle del Cauca);544
sep-16;VERDURAS Y HORTALIZAS;Repollo morado;Buenaventura (Valle del Cauca);580
sep-16;VERDURAS Y HORTALIZAS;Tomate chonto regional;Buenaventura (Valle del Cauca);1,385
sep-16;VERDURAS Y HORTALIZAS;Zanahoria;Buenaventura (Valle del Cauca);533
sep-16;VERDURAS Y HORTALIZAS;Zanahoria bogotana;Buenaventura (Valle del Cauca);623
sep-16;FRUTAS;Aguacate común;Buenaventura (Valle del Cauca);2,593
sep-16;FRUTAS;Aguacate papelillo;Buenaventura (Valle del Cauca);3,615
sep-16;FRUTAS;Banano criollo;Buenaventura (Valle del Cauca);967
sep-16;FRUTAS;Coco;Buenaventura (Valle del Cauca);1,389
sep-16;FRUTAS;Curuba;Buenaventura (Valle del Cauca);2,148
sep-16;FRUTAS;Guayaba pera;Buenaventura (Valle del Cauca);1,578
sep-16;FRUTAS;Limón común valluno;Buenaventura (Valle del Cauca);1,756
sep-16;FRUTAS;Lulo;Buenaventura (Valle del Cauca);3,681
sep-16;FRUTAS;Mandarina Arrayana;Buenaventura (Valle del Cauca);1,889
sep-16;FRUTAS;Mango manzano;Buenaventura (Valle del Cauca);2,133
sep-16;FRUTAS;Manzana roja importada;Buenaventura (Valle del Cauca);4,415
sep-16;FRUTAS;Manzana verde importada;Buenaventura (Valle del Cauca);4,630
sep-16;FRUTAS;Maracuyá;Buenaventura (Valle del Cauca);2,378
sep-16;FRUTAS;Mora de Castilla;Buenaventura (Valle del Cauca);2,633
sep-16;FRUTAS;Naranja Valencia;Buenaventura (Valle del Cauca);1,081
sep-16;FRUTAS;Papaya Maradol;Buenaventura (Valle del Cauca);1,496
sep-16;FRUTAS;Pera importada;Buenaventura (Valle del Cauca);4,483
sep-16;FRUTAS;Piña manzana;Buenaventura (Valle del Cauca);1,600
sep-16;FRUTAS;Tomate de árbol;Buenaventura (Valle del Cauca);1,763
sep-16;FRUTAS;Uva importada;Buenaventura (Valle del Cauca);9,453
sep-16;TUBERCULOS, RAICES Y PLATANOS;Arracacha amarilla;Buenaventura (Valle del Cauca);3,594
sep-16;TUBERCULOS, RAICES Y PLATANOS;Papa Betina;Buenaventura (Valle del Cauca);511
sep-16;TUBERCULOS, RAICES Y PLATANOS;Papa capira;Buenaventura (Valle del Cauca);626
sep-16;TUBERCULOS, RAICES Y PLATANOS;Papa criolla limpia;Buenaventura (Valle del Cauca);779
sep-16;TUBERCULOS, RAICES Y PLATANOS;Papa suprema;Buenaventura (Valle del Cauca);556
sep-16;TUBERCULOS, RAICES Y PLATANOS;Papa única;Buenaventura (Valle del Cauca);509
sep-16;TUBERCULOS, RAICES Y PLATANOS;Plátano hartón verde;Buenaventura (Valle del Cauca);1,571
sep-16;TUBERCULOS, RAICES Y PLATANOS;Ulluco;Buenaventura (Valle del Cauca);2,000
sep-16;TUBERCULOS, RAICES Y PLATANOS;Yuca chirosa;Buenaventura (Valle del Cauca);1,200
sep-16;GRANOS Y CEREALES;Arroz de primera;Buenaventura (Valle del Cauca);2,919
sep-16;GRANOS Y CEREALES;Arveja verde seca importada;Buenaventura (Valle del Cauca);1,834
sep-16;GRANOS Y CEREALES;Fríjol calima;Buenaventura (Valle del Cauca);3,924
sep-16;GRANOS Y CEREALES;Lenteja importada;Buenaventura (Valle del Cauca);4,454
sep-16;GRANOS Y CEREALES;Maíz amarillo cáscara;Buenaventura (Valle del Cauca);1,185
sep-16;LACTEOS Y HUEVOS;Huevo blanco A;Buenaventura (Valle del Cauca);337
sep-16;LACTEOS Y HUEVOS;Leche en polvo;Buenaventura (Valle del Cauca);19,844
sep-16;LACTEOS Y HUEVOS;Queso costeño;Buenaventura (Valle del Cauca);9,958
sep-16;LACTEOS Y HUEVOS;Queso cuajada;Buenaventura (Valle del Cauca);9,400
sep-16;LACTEOS Y HUEVOS;Queso doble crema;Buenaventura (Valle del Cauca);9,550
sep-16;CARNES;Carne de cerdo, brazo sin hueso;Buenaventura (Valle del Cauca);13,217
sep-16;CARNES;Carne de cerdo, costilla;Buenaventura (Valle del Cauca);12,092
sep-16;CARNES;Carne de cerdo, espinazo;Buenaventura (Valle del Cauca);7,883
sep-16;CARNES;Carne de cerdo, lomo sin hueso;Buenaventura (Valle del Cauca);15,183
sep-16;CARNES;Carne de cerdo, pernil sin hueso;Buenaventura (Valle del Cauca);13,250
sep-16;CARNES;Carne de cerdo, tocino papada;Buenaventura (Valle del Cauca);6,233
sep-16;CARNES;Carne de res, bola de brazo;Buenaventura (Valle del Cauca);16,367
sep-16;CARNES;Carne de res, bola de pierna;Buenaventura (Valle del Cauca);16,117
sep-16;CARNES;Carne de res, cadera;Buenaventura (Valle del Cauca);16,583
sep-16;CARNES;Carne de res, chatas;Buenaventura (Valle del Cauca);18,267
sep-16;CARNES;Carne de res, costilla;Buenaventura (Valle del Cauca);10,583
sep-16;CARNES;Carne de res, falda;Buenaventura (Valle del Cauca);13,667
sep-16;CARNES;Carne de res, lomo fino;Buenaventura (Valle del Cauca);19,600
sep-16;CARNES;Carne de res, morrillo;Buenaventura (Valle del Cauca);12,567
sep-16;CARNES;Carne de res, muchacho;Buenaventura (Valle del Cauca);15,350
sep-16;CARNES;Carne de res, pecho;Buenaventura (Valle del Cauca);13,867
sep-16;CARNES;Carne de res, punta de anca;Buenaventura (Valle del Cauca);16,500
sep-16;CARNES;Carne de res, sobrebarriga;Buenaventura (Valle del Cauca);13,533
sep-16;CARNES;Pechuga de pollo;Buenaventura (Valle del Cauca);8,342
sep-16;CARNES;Pierna pernil con rabadilla;Buenaventura (Valle del Cauca);4,983
sep-17;PESCADOS;Corvina, filete congelado nacional;Buenaventura (Valle del Cauca);31,250
sep-16;PESCADOS;Langostino 16-20;Buenaventura (Valle del Cauca);48,667
sep-16;PESCADOS;Pargo rojo platero;Buenaventura (Valle del Cauca);17,000
sep-16;PESCADOS;Sierra entera congelada;Buenaventura (Valle del Cauca);12,000
sep-16;PROCESADOS;Aceite vegetal mezcla;Buenaventura (Valle del Cauca);5,205
sep-16;PROCESADOS;Azúcar sulfitada;Buenaventura (Valle del Cauca);2,433
sep-16;PROCESADOS;Café instantáneo;Buenaventura (Valle del Cauca);76,661
sep-16;PROCESADOS;Chocolate amargo;Buenaventura (Valle del Cauca);21,068
sep-16;PROCESADOS;Galletas saladas;Buenaventura (Valle del Cauca);9,644
sep-16;PROCESADOS;Gelatina;Buenaventura (Valle del Cauca);23,376
sep-16;PROCESADOS;Harina de trigo;Buenaventura (Valle del Cauca);1,411
sep-16;PROCESADOS;Harina precocida de maíz;Buenaventura (Valle del Cauca);2,545
sep-16;PROCESADOS;Jugo instantáneo (sobre);Buenaventura (Valle del Cauca);35,076
sep-16;PROCESADOS;Lomitos de atún en lata;Buenaventura (Valle del Cauca);24,231
sep-16;PROCESADOS;Manteca;Buenaventura (Valle del Cauca);4,054
sep-16;PROCESADOS;Margarina;Buenaventura (Valle del Cauca);12,888
sep-16;PROCESADOS;Mayonesa doy pack;Buenaventura (Valle del Cauca);17,062
sep-16;PROCESADOS;Panela redonda morena;Buenaventura (Valle del Cauca);1,931
sep-16;PROCESADOS;Pastas alimenticias;Buenaventura (Valle del Cauca);3,869
sep-16;PROCESADOS;Sal yodada;Buenaventura (Valle del Cauca);664
sep-16;PROCESADOS;Salsa de tomate doy pack;Buenaventura (Valle del Cauca);16,400
sep-16;PROCESADOS;Sardinas en lata;Buenaventura (Valle del Cauca);6,850
oct-16;VERDURAS Y HORTALIZAS;Ahuyama;Buenaventura (Valle del Cauca);567
oct-16;VERDURAS Y HORTALIZAS;Ajo importado;Buenaventura (Valle del Cauca);9,150
oct-16;VERDURAS Y HORTALIZAS;Arveja verde en vaina pastusa;Buenaventura (Valle del Cauca);2,025
oct-16;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca bogotana;Buenaventura (Valle del Cauca);562
oct-16;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca pastusa;Buenaventura (Valle del Cauca);516
oct-16;VERDURAS Y HORTALIZAS;Cebolla junca Aquitania;Buenaventura (Valle del Cauca);1,696
oct-16;VERDURAS Y HORTALIZAS;Chócolo mazorca;Buenaventura (Valle del Cauca);726
oct-16;VERDURAS Y HORTALIZAS;Cilantro;Buenaventura (Valle del Cauca);1,917
oct-16;VERDURAS Y HORTALIZAS;Fríjol verde en vaina;Buenaventura (Valle del Cauca);2,575
oct-16;VERDURAS Y HORTALIZAS;Habichuela;Buenaventura (Valle del Cauca);2,203
oct-16;VERDURAS Y HORTALIZAS;Lechuga Batavia;Buenaventura (Valle del Cauca);1,138
oct-16;VERDURAS Y HORTALIZAS;Pepino cohombro;Buenaventura (Valle del Cauca);1,338
oct-16;VERDURAS Y HORTALIZAS;Pimentón;Buenaventura (Valle del Cauca);1,613
oct-16;VERDURAS Y HORTALIZAS;Remolacha bogotana;Buenaventura (Valle del Cauca);950
oct-16;VERDURAS Y HORTALIZAS;Repollo blanco;Buenaventura (Valle del Cauca);425
oct-16;VERDURAS Y HORTALIZAS;Repollo morado;Buenaventura (Valle del Cauca);552
oct-16;VERDURAS Y HORTALIZAS;Tomate chonto regional;Buenaventura (Valle del Cauca);1,183
oct-16;VERDURAS Y HORTALIZAS;Zanahoria;Buenaventura (Valle del Cauca);473
oct-16;VERDURAS Y HORTALIZAS;Zanahoria bogotana;Buenaventura (Valle del Cauca);608
oct-16;FRUTAS;Aguacate común;Buenaventura (Valle del Cauca);3,033
oct-16;FRUTAS;Aguacate papelillo;Buenaventura (Valle del Cauca);4,375
oct-16;FRUTAS;Banano criollo;Buenaventura (Valle del Cauca);975
oct-16;FRUTAS;Coco;Buenaventura (Valle del Cauca);1,417
oct-16;FRUTAS;Curuba;Buenaventura (Valle del Cauca);1,917
oct-16;FRUTAS;Guayaba pera;Buenaventura (Valle del Cauca);1,646
oct-16;FRUTAS;Limón común valluno;Buenaventura (Valle del Cauca);2,579
oct-16;FRUTAS;Lulo;Buenaventura (Valle del Cauca);3,287
oct-16;FRUTAS;Mandarina Arrayana;Buenaventura (Valle del Cauca);2,396
oct-16;FRUTAS;Mango manzano;Buenaventura (Valle del Cauca);2,029
oct-16;FRUTAS;Manzana roja importada;Buenaventura (Valle del Cauca);4,627
oct-16;FRUTAS;Manzana verde importada;Buenaventura (Valle del Cauca);4,781
oct-16;FRUTAS;Maracuyá;Buenaventura (Valle del Cauca);2,567
oct-16;FRUTAS;Mora de Castilla;Buenaventura (Valle del Cauca);2,800
oct-16;FRUTAS;Naranja Valencia;Buenaventura (Valle del Cauca);1,124
oct-16;FRUTAS;Papaya Maradol;Buenaventura (Valle del Cauca);1,471
oct-16;FRUTAS;Pera importada;Buenaventura (Valle del Cauca);4,627
oct-16;FRUTAS;Tomate de árbol;Buenaventura (Valle del Cauca);1,700
oct-16;FRUTAS;Uva importada;Buenaventura (Valle del Cauca);9,674
oct-16;TUBERCULOS, RAICES Y PLATANOS;Arracacha amarilla;Buenaventura (Valle del Cauca);3,283
oct-16;TUBERCULOS, RAICES Y PLATANOS;Papa Betina;Buenaventura (Valle del Cauca);517
oct-16;TUBERCULOS, RAICES Y PLATANOS;Papa capira;Buenaventura (Valle del Cauca);665
oct-16;TUBERCULOS, RAICES Y PLATANOS;Papa criolla limpia;Buenaventura (Valle del Cauca);862
oct-16;TUBERCULOS, RAICES Y PLATANOS;Papa suprema;Buenaventura (Valle del Cauca);573
oct-16;TUBERCULOS, RAICES Y PLATANOS;Papa única;Buenaventura (Valle del Cauca);509
oct-16;TUBERCULOS, RAICES Y PLATANOS;Plátano hartón verde;Buenaventura (Valle del Cauca);1,575
oct-16;TUBERCULOS, RAICES Y PLATANOS;Ulluco;Buenaventura (Valle del Cauca);2,042
oct-16;TUBERCULOS, RAICES Y PLATANOS;Yuca chirosa;Buenaventura (Valle del Cauca);1,180
oct-16;GRANOS Y CEREALES;Arroz de primera;Buenaventura (Valle del Cauca);2,878
oct-16;GRANOS Y CEREALES;Arveja verde seca importada;Buenaventura (Valle del Cauca);1,795
oct-16;GRANOS Y CEREALES;Fríjol calima;Buenaventura (Valle del Cauca);3,697
oct-16;GRANOS Y CEREALES;Lenteja importada;Buenaventura (Valle del Cauca);4,424
oct-16;GRANOS Y CEREALES;Maíz amarillo cáscara;Buenaventura (Valle del Cauca);1,176
oct-16;LACTEOS Y HUEVOS;Huevo blanco A;Buenaventura (Valle del Cauca);333
oct-16;LACTEOS Y HUEVOS;Leche en polvo;Buenaventura (Valle del Cauca);19,951
oct-16;LACTEOS Y HUEVOS;Queso costeño;Buenaventura (Valle del Cauca);9,933
oct-16;LACTEOS Y HUEVOS;Queso cuajada;Buenaventura (Valle del Cauca);8,600
oct-16;LACTEOS Y HUEVOS;Queso doble crema;Buenaventura (Valle del Cauca);9,083
oct-16;CARNES;Carne de cerdo, brazo sin hueso;Buenaventura (Valle del Cauca);14,167
oct-16;CARNES;Carne de cerdo, costilla;Buenaventura (Valle del Cauca);13,117
oct-16;CARNES;Carne de cerdo, espinazo;Buenaventura (Valle del Cauca);7,933
oct-16;CARNES;Carne de cerdo, lomo sin hueso;Buenaventura (Valle del Cauca);15,650
oct-16;CARNES;Carne de cerdo, pernil sin hueso;Buenaventura (Valle del Cauca);14,133
oct-16;CARNES;Carne de cerdo, tocino papada;Buenaventura (Valle del Cauca);6,867
oct-16;CARNES;Carne de res, bola de brazo;Buenaventura (Valle del Cauca);16,517
oct-16;CARNES;Carne de res, bola de pierna;Buenaventura (Valle del Cauca);15,950
oct-16;CARNES;Carne de res, cadera;Buenaventura (Valle del Cauca);16,567
oct-16;CARNES;Carne de res, chatas;Buenaventura (Valle del Cauca);18,550
oct-16;CARNES;Carne de res, costilla;Buenaventura (Valle del Cauca);10,033
oct-16;CARNES;Carne de res, falda;Buenaventura (Valle del Cauca);13,917
oct-16;CARNES;Carne de res, lomo fino;Buenaventura (Valle del Cauca);19,950
oct-16;CARNES;Carne de res, morrillo;Buenaventura (Valle del Cauca);12,350
oct-16;CARNES;Carne de res, muchacho;Buenaventura (Valle del Cauca);15,867
oct-16;CARNES;Carne de res, pecho;Buenaventura (Valle del Cauca);13,783
oct-16;CARNES;Carne de res, punta de anca;Buenaventura (Valle del Cauca);16,950
oct-16;CARNES;Carne de res, sobrebarriga;Buenaventura (Valle del Cauca);13,567
oct-16;CARNES;Pechuga de pollo;Buenaventura (Valle del Cauca);8,317
oct-16;CARNES;Pierna pernil con rabadilla;Buenaventura (Valle del Cauca);4,917
oct-17;PESCADOS;Corvina, filete congelado nacional;Buenaventura (Valle del Cauca);31,267
oct-16;PESCADOS;Langostino 16-20;Buenaventura (Valle del Cauca);49,833
oct-16;PESCADOS;Pargo rojo platero;Buenaventura (Valle del Cauca);16,333
oct-16;PESCADOS;Sierra entera congelada;Buenaventura (Valle del Cauca);12,000
oct-16;PROCESADOS;Aceite vegetal mezcla;Buenaventura (Valle del Cauca);5,201
oct-16;PROCESADOS;Azúcar sulfitada;Buenaventura (Valle del Cauca);2,364
oct-16;PROCESADOS;Café instantáneo;Buenaventura (Valle del Cauca);76,964
oct-16;PROCESADOS;Chocolate amargo;Buenaventura (Valle del Cauca);21,238
oct-16;PROCESADOS;Galletas saladas;Buenaventura (Valle del Cauca);9,772
oct-16;PROCESADOS;Gelatina;Buenaventura (Valle del Cauca);23,590
oct-16;PROCESADOS;Harina de trigo;Buenaventura (Valle del Cauca);1,410
oct-16;PROCESADOS;Harina precocida de maíz;Buenaventura (Valle del Cauca);2,621
oct-16;PROCESADOS;Jugo instantáneo (sobre);Buenaventura (Valle del Cauca);35,125
oct-16;PROCESADOS;Lomitos de atún en lata;Buenaventura (Valle del Cauca);24,795
oct-16;PROCESADOS;Manteca;Buenaventura (Valle del Cauca);4,082
oct-16;PROCESADOS;Margarina;Buenaventura (Valle del Cauca);12,888
oct-16;PROCESADOS;Mayonesa doy pack;Buenaventura (Valle del Cauca);16,590
oct-16;PROCESADOS;Panela redonda morena;Buenaventura (Valle del Cauca);1,951
oct-16;PROCESADOS;Pastas alimenticias;Buenaventura (Valle del Cauca);3,844
oct-16;PROCESADOS;Sal yodada;Buenaventura (Valle del Cauca);662
oct-16;PROCESADOS;Salsa de tomate doy pack;Buenaventura (Valle del Cauca);16,664
oct-16;PROCESADOS;Sardinas en lata;Buenaventura (Valle del Cauca);6,956
nov-16;VERDURAS Y HORTALIZAS;Ahuyama;Buenaventura (Valle del Cauca);593
nov-16;VERDURAS Y HORTALIZAS;Ajo importado;Buenaventura (Valle del Cauca);9,222
nov-16;VERDURAS Y HORTALIZAS;Arveja verde en vaina pastusa;Buenaventura (Valle del Cauca);3,578
nov-16;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca bogotana;Buenaventura (Valle del Cauca);540
nov-16;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca pastusa;Buenaventura (Valle del Cauca);512
nov-16;VERDURAS Y HORTALIZAS;Cebolla junca Aquitania;Buenaventura (Valle del Cauca);1,424
nov-16;VERDURAS Y HORTALIZAS;Chócolo mazorca;Buenaventura (Valle del Cauca);642
nov-16;VERDURAS Y HORTALIZAS;Cilantro;Buenaventura (Valle del Cauca);1,917
nov-16;VERDURAS Y HORTALIZAS;Fríjol verde en vaina;Buenaventura (Valle del Cauca);2,711
nov-16;VERDURAS Y HORTALIZAS;Habichuela;Buenaventura (Valle del Cauca);1,410
nov-16;VERDURAS Y HORTALIZAS;Lechuga Batavia;Buenaventura (Valle del Cauca);1,011
nov-16;VERDURAS Y HORTALIZAS;Pepino cohombro;Buenaventura (Valle del Cauca);1,033
nov-16;VERDURAS Y HORTALIZAS;Pimentón;Buenaventura (Valle del Cauca);1,577
nov-16;VERDURAS Y HORTALIZAS;Remolacha bogotana;Buenaventura (Valle del Cauca);880
nov-16;VERDURAS Y HORTALIZAS;Repollo blanco;Buenaventura (Valle del Cauca);357
nov-16;VERDURAS Y HORTALIZAS;Repollo morado;Buenaventura (Valle del Cauca);713
nov-16;VERDURAS Y HORTALIZAS;Tomate chonto regional;Buenaventura (Valle del Cauca);1,352
nov-16;VERDURAS Y HORTALIZAS;Zanahoria;Buenaventura (Valle del Cauca);544
nov-16;VERDURAS Y HORTALIZAS;Zanahoria bogotana;Buenaventura (Valle del Cauca);667
nov-16;FRUTAS;Aguacate común;Buenaventura (Valle del Cauca);2,889
nov-16;FRUTAS;Aguacate papelillo;Buenaventura (Valle del Cauca);4,500
nov-16;FRUTAS;Banano criollo;Buenaventura (Valle del Cauca);954
nov-16;FRUTAS;Coco;Buenaventura (Valle del Cauca);1,435
nov-16;FRUTAS;Curuba;Buenaventura (Valle del Cauca);2,522
nov-16;FRUTAS;Guayaba pera;Buenaventura (Valle del Cauca);1,778
nov-16;FRUTAS;Limón común valluno;Buenaventura (Valle del Cauca);2,470
nov-16;FRUTAS;Lulo;Buenaventura (Valle del Cauca);3,081
nov-16;FRUTAS;Mandarina Arrayana;Buenaventura (Valle del Cauca);1,707
